Logger, Digitalvertigo:         	Automatically truncated logfile to 1048576
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540528 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540532 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540536 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540540 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540544 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540548 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540552 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540556 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540560 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540564 in DC 2 sent 12 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507712 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getDifference with message ID 7191998315691507716 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507720 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507724 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507736 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507740 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507744 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507748 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507756 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507760 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507764 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507768 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507772 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507776 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507780 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507784 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507788 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507792 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507796 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507800 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507804 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507808 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507812 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507816 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507820 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507824 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507828 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507832 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507836 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507840 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507844 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507848 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507852 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507856 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507860 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507864 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507868 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507872 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507876 in DC 2 sent 11 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect msgs_state_req with message ID 7191998345756278784 in DC 2 sent 4 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Garbage collected 0 outgoing messages in DC 2, 90 left
CheckLoop, Digitalvertigo:      	We did not receive a response for 2 seconds: reconnecting and exiting check loop on DC 2.0
Connection, Digitalvertigo:     	Reconnecting DC 2.0
Connection, Digitalvertigo:     	Disconnecting from DC 2.0
Connection, Digitalvertigo:     	Disconnected from DC 2.0
DataCenter, Digitalvertigo:     	Reconnecting to DC 2 (0) from existing
DataCenterConnection, Digitalvertigo: 	Trying shared connection via tcp://149.154.167.41:443 main DC 2, via ipv4 using AbridgedStream => BufferedRawStream => DefaultStream (0)
Connection, Digitalvertigo:     	Connecting to DC 2.0
SessionPaths, Digitalvertigo:   	Waiting for exclusive lock of /var/www/html/public/index.madeline.safe.php.lock...
SessionPaths, Digitalvertigo:   	Got exclusive lock of /var/www/html/public/index.madeline.safe.php.lock...
SessionPaths, Digitalvertigo:   	Waiting for exclusive lock of /var/www/html/public/index.madeline.lightState.php.lock...
SessionPaths, Digitalvertigo:   	Got exclusive lock of /var/www/html/public/index.madeline.lightState.php.lock...
APIWrapper, Digitalvertigo:     	Saved session!
Connection, Digitalvertigo:     	Connected to DC 2.0!
CheckLoop, Digitalvertigo:      	Still missing updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference, updates.getChannelDifference,  on DC 2.0, sending state request
DataCenter, Digitalvertigo:     	OK!
Exception, Digitalvertigo:      	Given message id (7192000476569570305) is too new compared to the max value (7191998496080134144). Please sync your date using NTP. in MsgIdHandler64.php:58
Tools, Digitalvertigo:          	Got the following exception within a forked strand, trying to rethrow
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Given message id (7192000476569570305) is too new compared to the max value (7191998496080134144). Please sync your date using NTP. in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/MsgIdHandler/MsgIdHandler64.php:58

TL Trace:

LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

ReadLoop.php(179):  	checkMessageId()
readMessage()
Coroutine.php(118): 	send()
Placeholder.php(149):	Amp\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Deferred.php(53):   	resolve()
ResourceInputStream.php(101):	resolve()
NativeDriver.php(327):	Amp\ByteStream\{closure}()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
Tools, Digitalvertigo:          	Loop exceptionally stopped without resolving the promise
Tools, Digitalvertigo:          	\danog\MadelineProto\Exception: Given message id (7192000476569570305) is too new compared to the max value (7191998496080134144). Please sync your date using NTP. in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/MsgIdHandler/MsgIdHandler64.php:58

TL Trace:

LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

ReadLoop.php(179):  	checkMessageId()
readMessage()
Coroutine.php(118): 	send()
Placeholder.php(149):	Amp\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Deferred.php(53):   	resolve()
ResourceInputStream.php(101):	resolve()
NativeDriver.php(327):	Amp\ByteStream\{closure}()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
entry, Digitalvertigo:          	\danog\MadelineProto\Exception: Given message id (7192000476569570305) is too new compared to the max value (7191998496080134144). Please sync your date using NTP. in /var/www/html/vendor/danog/madelineproto/src/danog/MadelineProto/MTProtoSession/MsgIdHandler/MsgIdHandler64.php:58

TL Trace:

LoggerLoop.php(58): 	loop()
danog\MadelineProto\Loop\{closure}()
danog\MadelineProto\Loop\{closure}()

Previous TL trace:

ReadLoop.php(179):  	checkMessageId()
readMessage()
Coroutine.php(118): 	send()
Placeholder.php(149):	Amp\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Coroutine.php(115): 	resolve()
Placeholder.php(149):	danog\MadelineProto\{closure}()
Deferred.php(53):   	resolve()
ResourceInputStream.php(101):	resolve()
NativeDriver.php(327):	Amp\ByteStream\{closure}()
NativeDriver.php(127):	selectStreams()
Driver.php(138):    	dispatch()
Driver.php(72):     	tick()
Loop.php(95):       	run()
Tools.php(284):     	run()
entry.php(110):     	wait()
entry.php(134):     	{closure}()
SessionPaths, Digitalvertigo:   	Waiting for exclusive lock of /var/www/html/public/index.madeline.ipcState.php.lock...
SessionPaths, Digitalvertigo:   	Got exclusive lock of /var/www/html/public/index.madeline.ipcState.php.lock...
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703936 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703940 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703944 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703948 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703952 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703964 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703968 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703972 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703976 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703980 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703984 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703992 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921703996 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998289921704000 in DC 2 sent 19 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540416 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540420 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540424 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540428 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540432 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540436 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540440 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540444 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540448 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540452 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540456 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540460 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540464 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540468 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540472 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540476 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540484 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540488 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540500 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540504 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540508 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540512 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540516 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540520 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540524 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540528 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540532 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540536 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540540 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540544 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540548 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540552 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540556 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540560 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998311396540564 in DC 2 sent 14 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507712 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getDifference with message ID 7191998315691507716 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507720 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507724 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507736 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507740 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507744 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507748 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507756 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507760 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507764 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507768 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507772 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507776 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507780 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507784 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507788 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507792 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507796 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507800 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507804 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507808 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507812 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507816 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507820 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507824 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507828 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507832 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507836 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507840 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507844 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507848 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507852 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
Session, Digitalvertigo:        	Can't garbage collect updates.getChannelDifference with message ID 7191998315691507856 in DC 2 sent 13 seconds ago, no response has been received or it wasn't yet handled!
